age,residence_type,address,education_level,job_type,number_years_at_job,marital_status,num_tickets_purchased,last_ticket_purchase_year,other_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,primary_credit_card,last_activity_social,other_streaming_services,cable_provider,search_history_summary,rating_history,promotion_type,conversion_ind,ltv
21,U,"78659 Livingston Street Unit 767, Davisburgh, TX 78682",grad_college,finance,1,0,0.0,,['fb'],1,22.64,66.16,maincard,2016-10-11,4,DefecTV,"['nationalwildlifereport.com', 'dailywrestlernews.com', 'actionoutdoormagazine.com']",,gold,0.0,0.0
24,U,"32841 Jennifer Mission, Peterburgh, TX 79182",grad_college,healthcare,1,1,3.0,2017.0,"['p', 'c']",1,,,,2016-12-08,3,Spectral,"['premierrecipesnews.com', 'actiontechinfo.com', 'totalsportsinfo.com']",,bronze,0.0,0.0
56,S,"3828 Kelly Light, North Dennis, CA 90223",grad_high_school,,7,1,1.0,2017.0,,0,51.34,,,2020-07-30,4,Infinity,"['QSRcampingmagazine.com', 'totalfurnitureclips.com', 'nationalbooksclips.com']",,silver,0.0,0.0
55,U,"289 Lyons Flats Apt. 278, Grantfurt, CA 90259",grad_high_school,retail,8,1,4.0,2020.0,"['bxb', 'fb', 'bsb', 'c']",1,,,,2018-11-01,5,nan,"['actionfurniturenews.com', 'premiersportsmagazine.com', 'totaltech.com', 'majorfinancereport.com']",,silver,0.0,0.0
33,S,"90372 Michelle Port, Daleburgh, CA 90259",grad_college,education,10,0,1.0,2016.0,,0,,183.7,passport,2021-10-10,2,Infinity,"['dailymarketinfo.com', 'firstsportsreport.com', 'nationalwrestlerclips.com', 'majorwrestler.com']",,silver,1.0,2412.1704473695713
53,U,"604 Harris Lakes, Bassberg, FL 34948",phd,education,7,1,1.0,2012.0,"['bxb', 'c', 's', 'bsb']",0,7.8,243.31,maincard,,1,ShrewTube,['actionfinance.com'],,silver,0.0,0.0
42,U,"709 Emily Mountains Apt. 265, Hopkinsfurt, FL 32675",grad_college,education,8,1,9.0,2012.0,"['c', 's', 'fb', 'bsb', 'c']",1,,43.44,passport,,2,DefecTV,"['majoroutdoor.com', 'globalpoliticsnews.com', 'UBCpoliticsinfo.com', 'dailysportreport.com']",,bronze,1.0,2079.8739781235754
74,S,"8688 Daniel Wall, West Ericfort, FL 34145",grad_high_school,government,11,0,3.0,2013.0,"['fb', 'fb', 's', 'fb', 'c', 'c', 'fb', 'fb', 'fb', 'c']",0,44.61,,,2017-04-26,5,Infinity,"['majortechnews.com', 'majormarketmagazine.com', 'QSRfurnitureclips.com', 'dailybooksinfo.com']",,bronze,0.0,0.0
53,S,"609 Daniel Camp Apt. 753, Daleburgh, CA 90259",some_college,service,6,1,5.0,2010.0,"['fb', 'bxb', 'c', 'bxb']",0,26.07,8.26,SLAMEX,2021-05-02,3,Infinity,"['campinginfo.com', 'globalwrestling.com', 'dailyfurnitureclips.com']",,bronze,1.0,2078.34359859803
62,U,"38830 Rangel Rapid, Amandaberg, TX 75071",grad_high_school,,11,1,0.0,,"['c', 's', 'c', 'bxb', 'bxb', 'bsb', 'fb', 'fb', 'bsb', 'bxb']",1,16.22,132.44,maincard,,4,Infinity,"['dailycampinginfo.com', 'QSRoutdoorreport.com', 'UBCtechinfo.com', 'nationaltechnews.com', 'actionpoliticsmagazine.com']",,bronze,0.0,0.0
65,U,"2234 Bradshaw Ports, New Justin, GA 31580",some_college,none,12,1,1.0,2015.0,"['fb', 'bxb', 'fb', 'fb', 'fb', 'fb', 'c', 'fb', 'c', 's']",1,,350.42,SLAMEX,,3,DefecTV,"['nationaloutdoornews.com', 'dailyfurniturereport.com', 'dailywrestlingreport.com', 'actionwrestlingmagazine.com']",,gold,1.0,731.3774326408779
63,S,"55817 Marc Curve, Dunnland, OR 97582",masters_professional,legal,7,1,0.0,,"['s', 'fb', 'c', 'bsb', 'bxb', 'c', 'bsb', 'bxb', 'c', 'bsb']",1,0.02,,,2018-07-24,0,Infinity,"['actionoutdoornews.com', 'totalpoliticsinfo.com', 'dailymarketclips.com']",,bronze,0.0,0.0
53,U,"850 Morrison Mountains Unit 420, North Andrew, CA 90937",grad_high_school,education,9,1,5.0,2018.0,"['fb', 's', 'c', 's', 'fb', 'fb', 'fb', 's', 'fb', 'c']",1,16.99,384.0,maincard,,4,nan,"['majortech.com', 'premierwildlifeclips.com', 'globalfinanceinfo.com', 'UBCfurniturenews.com', 'premierfinanceinfo.com', 'firstpoliticsreport.com', 'actionsports.com']",,gold,1.0,2188.9930969405596
61,U,"7678 Carmen Locks Apt. 227, West Rodneymouth, CA 92241",some_college,,14,1,9.0,2013.0,"['bsb', 'bxb', 'bxb']",0,6.05,,,2017-04-28,2,Fish Network,"['nationalrecipesclips.com', 'dailyfinance.com', 'campingreport.com']",,gold,0.0,0.0
24,U,"17805 Terri Street Unit 314, Lake Justinbury, GA 38324",grad_college,healthcare,4,0,0.0,,"['fb', 'c', 'fb']",0,34.51,4.22,maincard,,5,Infinity,"['QSRtechmagazine.com', 'firstbooksmagazine.com', 'premierpoliticsinfo.com']",,bronze,1.0,1203.3521889699068
31,U,"6749 Hess Loop, New Danamouth, CA 95980",masters_professional,legal,6,1,7.0,2018.0,,0,46.03,66.49,passport,,0,Spectral,['recipesreport.com'],,gold,1.0,3038.8580014276154
36,U,"272 Marcus Rapids Apt. 244, Williamsonmouth, AZ 85868",grad_college,education,9,1,1.0,2022.0,"['bsb', 'c', 'fb', 'bsb', 'p', 'bxb', 'fb', 's', 's', 'fb']",0,69.09,608.61,pursuit,,2,nan,"['QSRwrestlerclips.com', 'UBCwildlifeinfo.com']",,bronze,1.0,3973.0203639588167
35,U,"183 Jacob Locks Apt. 340, New Diane, CA 93702",some_college,service,12,1,4.0,2011.0,"['c', 'c']",0,,,,,3,nan,"['premiercampingreport.com', 'outdoor.com', 'actiontechnews.com']",,bronze,0.0,0.0
53,S,"40784 Kathleen Inlet, East Jeffery, CA 90262",grad_college,education,13,1,2.0,2022.0,"['fb', 'fb', 'bxb', 'fb', 'c', 'bxb', 'fb', 'c', 'bsb', 'fb']",1,87.53,142.78,maincard,,1,Infinity,"['firstwrestlerreport.com', 'firsttechnews.com']",,gold,1.0,3931.1020698360885
79,U,"2114 Owens Rapids, New William, TX 76909",grad_high_school,service,14,0,7.0,2022.0,"['bsb', 's', 'fb']",0,67.41,167.81,pursuit,2021-09-22,3,Spectral,"['globaltechnews.com', 'majorpoliticsnews.com', 'totalwrestling.com']",,bronze,0.0,0.0
46,U,"649 Beverly Square, Stoneberg, CA 93480",grad_high_school,retail,12,1,0.0,,"['bsb', 'bxb', 'fb', 'fb', 'bxb']",0,,6.59,locate,2022-10-15,1,DefecTV,"['dailytech.com', 'majorwildlifeclips.com']",,gold,1.0,867.0476899095048
32,S,"36150 Robert Ferry, New Robertberg, IN 46935",grad_college,healthcare,10,0,0.0,,"['bxb', 'fb', 'fb', 'fb']",1,52.94,18.92,passport,2018-11-01,5,Sub-optimal,"['actionmarketnews.com', 'firstwildlifeinfo.com', 'premiermarketnews.com', 'actionoutdoor.com']",,silver,0.0,0.0
57,U,"73280 Sandra Falls Unit 175, South Tina, FL 32684",some_college,childcare,8,1,11.0,2019.0,['bsb'],0,2.51,49.25,passport,,3,Spectral,"['dailyfinancemagazine.com', 'premierbooksclips.com', 'firstpoliticsclips.com', 'actioncampingreport.com', 'UBCwildlifemagazine.com']",,gold,1.0,1884.7843815714552
19,U,"09245 Orr Well, Terrenceview, CA 91272",grad_college,finance,2,0,0.0,,['bsb'],1,,88.88,maincard,2017-08-08,2,Spectral,['QSRwrestlingnews.com'],,gold,1.0,1562.5503198323674
60,U,"2094 Lester Drive Unit 868, Mckayland, CA 91090",grad_high_school,retail,10,1,2.0,2019.0,"['bsb', 'bsb', 'bsb', 'fb', 'fb', 'c', 'fb', 'bxb', 'bsb', 's']",0,25.09,155.02,maincard,,1,nan,"['premiercampingclips.com', 'premierrecipesmagazine.com', 'actionbooksclips.com', 'campingnews.com']",,gold,1.0,1623.1155126834012
33,U,"9795 Randall Glen, East Margaretchester, AZ 86136",no_hs_diploma,service,13,1,8.0,2016.0,"['c', 'c', 'fb']",0,9.06,42.25,maincard,2021-02-13,1,nan,"['QSRbooksclips.com', 'nationalwrestlingmagazine.com', 'nationalsportsinfo.com']","2, 3, 3, 5, 2, 2, 3",bronze,0.0,0.0
44,U,"946 Floyd Parkways Apt. 590, Churchbury, CA 96005",some_college,service,8,1,1.0,2019.0,['bsb'],0,11.28,,,2023-01-21,2,nan,"['majorpoliticsmagazine.com', 'technews.com', 'actionmarketmagazine.com', 'globalrecipesnews.com']",,gold,0.0,0.0
62,U,"057 Davis Flats Unit 504, Bassstad, FL 34265",grad_college,government,11,0,3.0,2014.0,"['p', 'c', 'c', 'bsb', 'fb', 'fb', 'bxb']",0,,,,2017-02-19,2,Fish Network,"['actionoutdoorreport.com', 'QSRoutdoormagazine.com', 'firstsportclips.com', 'techclips.com', 'QSRwrestlingnews.com']",,gold,0.0,0.0
37,U,"91045 Nicole Ridge, Port Jessicaside, KS 67799",phd,education,13,0,7.0,2010.0,"['fb', 'fb', 's', 'bsb', 'p', 'bxb']",0,0.12,,,2016-05-09,1,Suboptimal,"['premierwildlifeinfo.com', 'premierfinanceclips.com', 'nationalfurniturereport.com']",,bronze,0.0,0.0
62,S,"25308 Amy Skyway Apt. 984, Andrewschester, CA 94472",grad_college,retail,11,1,0.0,,"['bsb', 'fb', 'bxb', 'c', 'c', 'c']",1,,203.02,maincard,,3,Fish Network,"['premierpoliticsclips.com', 'totaloutdoormagazine.com', 'firstfinancereport.com']",,bronze,0.0,0.0
73,U,"892 Cruz Course, Vandam, NC 28759",grad_high_school,retail,14,1,0.0,,"['fb', 'c', 'fb', 'bsb', 'fb', 'fb', 's', 'fb', 'bxb', 'fb']",1,,116.91,pursuit,2019-11-22,2,ShrewTube,"['globalrecipes.com', 'firstwrestlingclips.com', 'nationalwildlifeclips.com']",,silver,0.0,0.0
48,U,"15578 Smith Lane, Cabreraburgh, GA 38093",grad_college,marketing,8,1,0.0,,"['bsb', 'c', 'bsb', 's', 'bxb', 'bxb', 'c', 'fb', 'bxb', 'fb']",0,,,,,1,DefecTV,"['dailyfinancenews.com', 'actionmarketnews.com', 'recipesreport.com', 'UBCwrestlinginfo.com']",,gold,0.0,0.0
45,U,"11961 John Circles Apt. 060, Alexview, TX 75508",some_college,marketing,14,0,1.0,2013.0,"['fb', 'bxb', 'fb', 'fb', 'bsb', 'bsb', 'bsb', 'fb', 'fb', 'c']",0,9.13,76.95,maincard,,1,DefecTV,['nationaltechclips.com'],,bronze,0.0,0.0
75,S,"4448 Morgan Locks Unit 494, New Johnburgh, TX 77216",grad_high_school,childcare,11,1,12.0,2011.0,"['fb', 'c', 'fb', 'fb', 'fb']",1,,128.87,passport,2019-12-09,5,Infinity,"['globalfurnitureinfo.com', 'nationalrecipes.com', 'firstmarketreport.com', 'booksinfo.com', 'totalfinancemagazine.com']",,gold,1.0,414.66190241169903
51,S,"4467 Michael Loop Apt. 070, Carlachester, FL 33430",grad_college,government,12,0,0.0,,,0,0.98,,,,2,Infinity,"['majoroutdoornews.com', 'actionfinance.com', 'firstmarketreport.com', 'nationalfurniturereport.com']",,silver,0.0,0.0
78,U,"63620 Willis Ports Apt. 810, Moorehaven, GA 32504",grad_college,education,7,0,3.0,2020.0,"['fb', 'fb', 'bsb', 'p', 'c', 'bxb', 'bxb', 'fb', 'c', 'bxb']",0,,322.65,SLAMEX,,1,ShrewTube,"['QSRtechclips.com', 'QSRmarketreport.com', 'firstoutdoorinfo.com', 'UBCcampingnews.com']",,bronze,0.0,0.0
21,U,"145 Kevin Flat Unit 069, Joshuastad, CA 94590",some_college,service,1,0,0.0,,"['fb', 'fb', 'fb', 'fb', 'fb', 's', 'fb', 'bsb', 'fb', 'bxb']",1,42.35,404.48,passport,2020-07-13,3,Fish Network,"['majorpolitics.com', 'firstoutdoorclips.com', 'nationalcampinginfo.com']",,gold,1.0,1667.4423966032948
55,S,"049 Kenneth Shore Unit 122, Christinashire, TX 75630",grad_college,finance,13,1,6.0,2017.0,['c'],0,,217.19,pursuit,2019-07-21,1,Infinity,"['totaloutdoorclips.com', 'firstfinancemagazine.com', 'actionpoliticsclips.com', 'outdoorreport.com', 'nationalmarketmagazine.com']","4, 3",silver,1.0,1978.079993569781
43,S,"02271 James Port Unit 177, South Leslie, TX 78113",grad_college,healthcare,9,1,3.0,2021.0,"['s', 'fb', 'c', 'bsb']",0,8.9,,,2018-03-25,2,nan,"['QSRwildlifeinfo.com', 'sportnews.com', 'majorwildlifeinfo.com', 'globalfightingmagazine.com', 'QSRbooksclips.com']",,bronze,0.0,0.0
57,S,"6380 Thompson Station, Richardbury, FL 34706",grad_college,healthcare,10,0,32.0,2022.0,"['bsb', 'fb', 'p', 'fb', 'fb', 'bsb', 'bsb', 'c', 'bxb', 'bsb']",0,66.59,114.73,passport,2019-11-13,2,nan,"['techreport.com', 'firstfinanceinfo.com', 'UBCrecipes.com', 'nationalwildlifeclips.com']",,silver,1.0,3635.7508834584933
74,U,"06409 Scott Square, Stonefurt, CA 92165",grad_high_school,,13,0,7.0,2019.0,"['c', 'p', 'fb', 'c', 'fb', 'c', 'c', 'fb', 'bxb', 'bxb']",0,14.43,58.11,passport,,2,Fish network,"['dailytechnews.com', 'firstmarket.com', 'totalrecipesinfo.com', 'QSRrecipesnews.com', 'globaloutdoormagazine.com']",1,gold,1.0,1838.5623034839814
23,S,"7527 Patricia Freeway Apt. 459, South Joseph, IN 47833",some_college,government,3,1,3.0,2021.0,,0,,179.05,maincard,2021-07-05,2,Spectral,"['totalrecipesinfo.com', 'dailyfurnitureclips.com', 'nationalrecipesreport.com']",,bronze,1.0,2145.381498919636
46,U,"567 Christopher Lakes, Sanchezside, CA 94447",masters_professional,education,8,0,0.0,,"['bsb', 'bsb', 'fb', 'bsb', 'bsb']",1,62.25,7.31,maincard,2022-09-08,5,Infinity,"['totalrecipes.com', 'firstfurnitureclips.com', 'actionfurnitureinfo.com', 'totaltechreport.com', 'firsttechinfo.com']",,silver,0.0,0.0
51,S,"83804 Kelly Ports, Kaitlinville, IL 62039",grad_high_school,retail,7,1,22.0,2020.0,"['bsb', 'fb', 'bsb', 'c', 'c', 'bsb', 'fb', 'fb']",0,9.56,155.31,pursuit,,1,Fish Network,"['actiontechreport.com', 'dailybooksmagazine.com', 'QSRbooksinfo.com', 'firstoutdoornews.com']","4, 3, 4, 5, 5, 3, 5, 5",silver,1.0,3157.350985725206
45,S,"9391 Villa Orchard Unit 791, Lovebury, CA 93874",grad_high_school,government,13,1,12.0,2013.0,['bsb'],0,,273.92,passport,2017-07-01,1,ShrewTube,"['premieroutdoor.com', 'globaltechclips.com', 'dailyoutdoorinfo.com']",,silver,0.0,0.0
22,U,"58811 Jenna Square Unit 504, Stevenshaven, CA 92567",no_hs_diploma,,2,1,0.0,,"['bsb', 'bsb']",1,28.21,60.58,passport,,2,Infinity,"['firstoutdoormagazine.com', 'furnituremagazine.com', 'nationalmarket.com']",,bronze,0.0,0.0
60,S,"0378 Jordan Overpass Unit 304, Rodgersfort, CA 92659",no_hs_diploma,education,11,1,23.0,2012.0,"['bxb', 'c', 'bxb', 'fb', 'bxb', 'bsb', 'fb', 's', 'bxb', 'fb']",0,40.97,214.07,passport,2019-04-23,5,ShrewTube,"['wildlifeinfo.com', 'UBCcampingnews.com']","3, 5, 3",gold,1.0,1616.3124574107146
70,U,"67431 Jeffrey Gateway, Tranborough, TX 75857",some_college,business,14,0,0.0,,"['c', 's', 's', 'c', 'c', 'c', 'fb', 'fb', 's', 'bsb']",0,80.42,176.51,passport,2018-02-26,1,Infinity,"['UBCmarketinfo.com', 'financeinfo.com', 'premierfurniture.com', 'politicsreport.com', 'globalwildlifemagazine.com', 'majorbooksnews.com', 'wildlifeinfo.com']",,bronze,0.0,0.0
35,S,"78118 David Brooks, Robbinsborough, TX 77744",no_hs_diploma,service,14,1,1.0,2021.0,"['fb', 'fb']",1,,17.12,passport,2018-12-21,3,DefecTV,"['majorfinancemagazine.com', 'globalwrestling.com', 'globalcampingreport.com']",,silver,1.0,2009.0336169887858
24,S,"4331 Teresa Crest, Smithport, CA 91074",grad_college,none,4,1,0.0,,"['c', 'bsb']",0,5.18,98.18,passport,2016-08-06,4,Infinity,"['dailycampinginfo.com', 'majorfurnitureclips.com', 'totalbooksmagazine.com', 'QSRbooksreport.com', 'globaloutdoorclips.com']",,gold,1.0,1262.856296667469
52,R,"9872 Shannon Stream Unit 205, Alejandrochester, CA 94641",grad_college,finance,6,1,0.0,,"['fb', 'c', 'bsb', 'bsb', 'fb', 'bsb', 'bsb']",1,,,,,2,Spectral,['totaloutdoornews.com'],,silver,0.0,0.0
19,S,"564 Price Center, Bartonbury, CO 81623",grad_college,marketing,1,0,1.0,2022.0,['bxb'],1,50.6,132.68,maincard,,5,ShrewTube,"['dailysportsmagazine.com', 'wrestler.com', 'dailymarketclips.com']",,bronze,1.0,3408.244362851647
45,S,"4898 John Ferry, North Dennis, CA 90223",grad_college,education,13,1,1.0,2010.0,"['s', 'bsb', 'bxb', 's', 'fb', 'fb', 'c', 's', 'fb', 'c']",1,10.03,90.57,maincard,,5,nan,"['firstbooksreport.com', 'globalfinanceclips.com', 'premieroutdoor.com', 'actionfurniturereport.com', 'totalmarket.com']",,bronze,0.0,0.0
57,U,"489 Riley Mount, Hannahchester, CA 95786",some_college,finance,7,1,7.0,2010.0,['bsb'],0,21.93,6.64,passport,,5,DefecTV,"['QSRpoliticsclips.com', 'globalbooksmagazine.com', 'actionpoliticsreport.com', 'premiertechinfo.com', 'actionwildlifeclips.com']",,silver,0.0,0.0
42,U,"15021 David Cape Unit 996, Bassstad, FL 34265",grad_college,retail,10,0,0.0,,"['bxb', 'fb', 'bsb', 'fb', 'fb', 'c', 'fb', 'bxb', 'bxb', 'fb']",0,28.69,422.52,pursuit,,5,Infinity,"['nationaltechinfo.com', 'QSRwrestlerclips.com', 'totalfurnituremagazine.com', 'totalbooksclips.com', 'QSRpoliticsnews.com', 'majorwrestlingnews.com', 'totalcampingmagazine.com']",,silver,0.0,0.0
35,U,"780 Barbara Dale Unit 177, Carolynchester, CA 91076",grad_college,marketing,13,1,0.0,,"['c', 'c', 'c', 'bxb', 'p', 'fb', 'bxb', 'fb', 'fb', 'bxb']",0,,303.64,pursuit,,2,Fish network,"['UBCmarketmagazine.com', 'UBCmarketclips.com', 'firstfinancenews.com']",,gold,1.0,1296.41114030917
38,S,"06684 Robinson Greens, Conwaymouth, CA 91961",no_hs_diploma,service,7,1,0.0,,"['c', 'bsb', 'bsb', 'bsb', 'p', 'fb']",0,,131.1,SLAMEX,,1,nan,"['financeinfo.com', 'actionbooksreport.com', 'finance.com', 'marketclips.com', 'marketreport.com', 'QSRcamping.com', 'actionbooksclips.com']",,gold,1.0,655.2630337034474
33,U,"094 Wang Keys Apt. 526, Banksbury, CA 91993",no_hs_diploma,none,11,1,6.0,2019.0,['bsb'],1,2.94,164.93,maincard,,3,Cheezeline,"['premierwildlifeinfo.com', 'nationalwrestlernews.com', 'totalcampingmagazine.com']",5,gold,1.0,2831.8177078641793
65,U,"5681 Wall Center Apt. 255, East Patriciaton, TX 75797",grad_high_school,none,14,1,3.0,2022.0,,0,76.92,4.09,pursuit,2018-07-02,1,DefecTV,"['majorfinanceinfo.com', 'premierwildlifeinfo.com', 'totalwildlifemagazine.com', 'totalwrestlinginfo.com']",,bronze,1.0,2680.1074353234862
21,U,"5796 Garcia Island, Lake Erikmouth, OR 97223",grad_college,,1,0,0.0,,,1,30.5,,,2017-12-28,2,Suboptimal,"['globalpoliticsmagazine.com', 'premierfurniturenews.com', 'actionsportinfo.com', 'globalcamping.com', 'nationalrecipesmagazine.com']",,gold,0.0,0.0
57,S,"10761 Irwin Crossroad, Justinbury, FL 32314",some_college,marketing,8,1,0.0,,"['c', 'fb', 'c', 'bsb', 'bsb', 'bxb', 'bxb', 's', 'c', 'fb']",1,7.72,54.15,passport,,2,DefecTV,"['majoroutdoor.com', 'globalfighting.com', 'dailypoliticsmagazine.com', 'globaltechclips.com', 'actioncampinginfo.com']",,gold,1.0,959.9726009776157
43,U,"6132 Michael Terrace Apt. 188, North Patriciaside, CA 95432",grad_college,business,10,1,2.0,2011.0,"['bsb', 'fb', 'fb', 'c', 'fb', 'fb']",0,4.72,40.36,maincard,2016-09-21,1,ShrewTube,"['premierrecipesreport.com', 'totalcampingreport.com', 'premierfinancereport.com']",,silver,0.0,0.0
76,S,"8215 Padilla Expressway, East Christinahaven, WI 53878",grad_high_school,retail,8,1,7.0,2010.0,"['bsb', 'fb', 'c', 'c', 'bsb', 'fb', 'c', 'c', 'fb', 'c']",0,25.45,12.98,passport,2021-08-01,1,Fish Network,"['totalwrestlingnews.com', 'premiercampinginfo.com', 'QSRwildlifenews.com', 'actionwildlifeclips.com', 'premierrecipesnews.com', 'dailyrecipesreport.com', 'firstpolitics.com']",,bronze,0.0,0.0
63,U,"76285 Lucas Loaf Apt. 338, Kathrynborough, TX 79183",grad_college,tech,11,1,2.0,2020.0,"['fb', 's', 'fb', 'fb', 'fb', 'c', 'fb', 'fb', 'fb', 'fb']",0,60.43,,,2018-05-28,4,ShrewTube,"['premierwrestlerreport.com', 'QSRmarketnews.com', 'UBCwildlifeinfo.com']",3,bronze,0.0,0.0
26,U,"587 Vargas Throughway, East Donna, TX 77945",some_college,retail,6,0,0.0,,"['fb', 'bxb', 'c', 'bxb', 'bxb', 'bsb', 'bxb', 'bsb', 'c', 'bsb']",0,2.39,332.54,passport,2018-10-02,5,DefecTV,"['wildlifemagazine.com', 'majortechreport.com', 'actionoutdoorinfo.com', 'totalwildlifenews.com']",,gold,1.0,1032.0129914432396
50,S,"418 David Union Unit 988, North Patrickmouth, FL 33081",grad_college,,12,1,0.0,,"['fb', 'c', 'fb', 'bsb', 'fb', 'bxb', 'bxb', 's', 'c', 's']",0,19.16,186.08,maincard,2017-04-12,4,nan,"['premierfightingmagazine.com', 'totalcampinginfo.com', 'globalfurniturereport.com', 'majorwildlife.com']",,bronze,0.0,0.0
52,U,"077 Sara Rest Apt. 184, South Evelynmouth, CA 93799",some_college,service,11,1,0.0,,['bsb'],0,2.15,85.6,SLAMEX,,5,Fish network,"['tech.com', 'QSRwildlifenews.com', 'premierwrestlingnews.com']",,gold,1.0,1121.9952877318042
22,U,"40088 Taylor Road Apt. 430, South Laura, CA 93224",masters_professional,healthcare,1,0,0.0,,"['bxb', 'bsb', 'fb', 'bsb']",1,69.09,63.7,maincard,,5,DefecTV,"['dailyfinanceclips.com', 'actionfurniturenews.com', 'nationaltech.com', 'UBCcampingmagazine.com', 'totalfinanceinfo.com']",,silver,0.0,0.0
33,S,"27357 Mary Walks Unit 004, Travistown, TX 77359",grad_college,business,13,0,5.0,2021.0,,0,8.92,29.38,maincard,,1,DefecTV,"['nationalwrestlinginfo.com', 'wrestlernews.com', 'globalbooksmagazine.com', 'dailybooksinfo.com', 'outdoor.com', 'dailytechreport.com', 'dailytechinfo.com']",,bronze,0.0,0.0
60,U,"834 Deleon Vista, South Olivia, CA 95864",phd,education,7,1,0.0,,,0,,,,2019-10-31,1,Infinity,"['globalcampingclips.com', 'totalfurnitureinfo.com', 'actionmarketreport.com', 'dailywrestlingclips.com']",,silver,0.0,0.0
78,U,"7221 Jasmine Locks, East Toddhaven, GA 38418",grad_high_school,retail,10,0,0.0,,"['c', 'fb', 'c']",1,,68.54,pursuit,,5,Fish Network,"['QSRfinanceclips.com', 'majorpoliticsreport.com', 'totaltechmagazine.com', 'premiersports.com']",,silver,0.0,0.0
68,S,"1661 Mary Prairie Apt. 883, Walkerborough, NY 13400",grad_high_school,service,9,1,3.0,2012.0,"['bsb', 'bxb', 's']",1,11.87,,,,1,Infinity,"['actionwrestlingreport.com', 'dailybooksreport.com', 'UBCtechinfo.com', 'majorwildlifenews.com']",,bronze,0.0,0.0
55,U,"2307 Brown Ridges, Kellyland, FL 34317",grad_college,marketing,15,1,0.0,,"['fb', 'fb', 'bxb', 's', 'c', 's', 'fb', 'fb', 'fb', 's']",1,,,,2018-11-23,5,Spectral,"['actionfurniturenews.com', 'totalwrestlerinfo.com']",,bronze,0.0,0.0
19,U,"562 Rogers Cove Apt. 594, West Jonathan, TX 75542",some_college,service,1,0,0.0,,,1,,123.89,maincard,,1,nan,"['premierwrestlingmagazine.com', 'actionwildlifenews.com', 'totalwildlife.com']",,silver,1.0,1304.3795800406426
28,U,"602 Douglas Burgs Apt. 057, North Richardburgh, TX 76868",some_college,,8,1,3.0,2017.0,"['bxb', 'bsb']",0,9.62,70.51,maincard,,4,ShrewTube,"['majorbooksclips.com', 'globalmarketmagazine.com', 'premierfurnitureinfo.com', 'UBCtechnews.com', 'totaloutdoornews.com']",,bronze,0.0,0.0
52,S,"708 Bentley Field Unit 894, Port Caitlin, CA 91814",grad_high_school,service,13,1,5.0,2022.0,"['bsb', 'bsb', 'bsb', 'c']",0,53.49,,,2020-06-27,1,Infinity,"['actionmarketreport.com', 'globalfinancereport.com', 'wildlifemagazine.com', 'nationalrecipesnews.com', 'nationalbooksclips.com', 'dailyoutdoorclips.com', 'firsttechreport.com']",,silver,0.0,0.0
36,S,"93229 Jaime Vista, Kirkmouth, CA 93556",grad_high_school,service,13,1,23.0,2019.0,,0,,94.74,maincard,,2,DefecTV,"['dailytechinfo.com', 'totaloutdoorreport.com', 'campingreport.com']",3,gold,1.0,2088.512400468218
43,U,"75231 Martha Grove Apt. 947, Edwardland, CA 93598",phd,tech,8,1,0.0,,"['bsb', 'bsb', 'bsb', 'c', 'bsb', 'fb', 's']",1,,147.53,pursuit,2020-01-13,5,nan,"['nationalwrestling.com', 'firstcampingreport.com', 'firstoutdoor.com', 'totalmarket.com']",,silver,1.0,2317.34782133921
50,S,"09959 Michael Lights Unit 799, New Nathan, CA 92749",grad_high_school,service,7,0,0.0,,"['c', 'fb', 'bsb', 'c', 's', 'bxb', 'c', 'fb', 'fb', 's']",1,,,,2018-10-17,1,DefecTV,"['dailyrecipesmagazine.com', 'QSRmarketnews.com', 'actionfurniturereport.com', 'premiermarket.com', 'actionfinanceinfo.com', 'nationalcampingreport.com', 'UBCbooksinfo.com']",,bronze,0.0,0.0
